jahr;foerderungswerber;foerderungsart;medium;mediumtyp;gesetzlichegrundlage;foerderungsbetrag;"1. Teilbetrag";"2. Teilbetrag";grundbetrag;zusatzfoerderungen;redaktionsstatut;fehlermanagementsystem;"qualitätssicherungssystem";frauenfoerderplaene;"inhaltsvielfaltfoerderung";regional;international;status;ablehnungsgrund
"2025";"Russmedia GmbH";"Journalismus-Förderung";Vorarlbergerin;Magazin;"2. Abschnitt: § 6 QJF-G";"33412,88";"16706,45";"16706,45";"23866,34";"9546,54";"2386,63";"2386,63";"2386,63";"2386,63";;;;abgeschlossen;
"2025";"vormagazin ges.m.b.h.";"Journalismus-Förderung";vormagazin;Magazin;"2. Abschnitt: § 6 QJF-G";"41906,68";"20953,35";"20953,35";"32235,91";"9670,77";"3223,59";"3223,59";"3223,59";;;;;abgeschlossen;
"2025";"Wald Verlags GmbH";"Journalismus-Förderung";"Wald Magazin";Magazin;"2. Abschnitt: § 6 QJF-G";"39938,52";"19969,25";"19969,25";"33282,10";"6656,42";"3328,21";;;"3328,21";;;;abgeschlossen;
"2025";"Weekend Magazin GmbH";"Journalismus-Förderung";"Weekend Magazin OÖ";Magazin;"2. Abschnitt: § 6 QJF-G";"253578,24";"126789,10";"126789,10";"211315,20";"42263,04";"21131,52";"21131,52";;;;;;abgeschlossen;
"2025";"Wiener Bezirksblatt GmbH";"Journalismus-Förderung";"Wiener Bezirksblatt";Magazin;"2. Abschnitt: § 6 QJF-G";"78373,14";"39186,55";"39186,55";"60287,03";"18086,11";"6028,70";"6028,70";"6028,70";;;;;abgeschlossen;
"2025";"Life Style Projekt GmbH";"Journalismus-Förderung";Wienerin;Magazin;"2. Abschnitt: § 6 QJF-G";"30496,61";"15248,30";"15248,31";"27724,19";"2772,42";;;;"2772,42";;;;abgeschlossen;
"2025";"RMK Regionalmedien Kärnten GmbH";"Journalismus-Förderung";"Woche Kärnten / MeinBezirk Kärnten";Wochenzeitung;"2. Abschnitt: § 6 QJF-G";"321433,03";"160716,50";"160716,50";"229595,02";"91838,01";"22959,50";"22959,50";"22959,50";"22959,50";;;;abgeschlossen;
"2025";"Wochenzeitungs GmbH Steiermark";"Journalismus-Förderung";"WOCHE Steiermark / MeinBezirk Steiermark";Wochenzeitung;"2. Abschnitt: § 6 QJF-G";"390844,85";"195422,40";"195422,40";"279174,89";"111669,96";"27917,49";"27917,49";"27917,49";"27917,49";;;;abgeschlossen;
"2025";"Weizer Zeitung Gesellschaft m.b.H. & Co KG";"Journalismus-Förderung";"WOCHE Weiz/Birkfeld, Gleisdorf / MeinBezirk Steiermark";Wochenzeitung;"2. Abschnitt: § 6 QJF-G";"46503,40";"23251,70";"23251,70";"33216,72";"13286,69";"3321,67";"3321,67";"3321,67";"3321,67";;;;abgeschlossen;
"2025";"WOMAN GmbH & Co KG";"Journalismus-Förderung";Woman;Magazin;"2. Abschnitt: § 6 QJF-G";"123764,96";"61882,50";"61882,50";"95203,82";"28561,14";;"9520,38";"9520,38";"9520,38";;;;abgeschlossen;
"2025";"Fivemedia GmbH";"Journalismus-Förderung";"www.5min.at";"Online-Medium";"2. Abschnitt: § 6 QJF-G";"146284,32";"73142,15";"73142,15";"104488,80";"41795,52";"10448,88";"10448,88";"10448,88";"10448,88";;;;abgeschlossen;
"2025";"web eXXpress Medien Holding GmbH";"Journalismus-Förderung";"www.exxpress.at";"Online-Medium";"2. Abschnitt: § 6 QJF-G";"41259,35";"20629,65";"20629,65";"41259,35";;;;;;;;;abgeschlossen;
"2025";"SALZBURG24 GmbH";"Journalismus-Förderung";"www.salzburg24.at";"Online-Medium";"2. Abschnitt: § 6 QJF-G";"63497,55";"31748,75";"31748,75";"48844,27";"14653,28";;"4884,43";"4884,43";"4884,43";;;;abgeschlossen;
"2025";"Agrar Media Verlagsgesellschaft mbH";"Journalismus-Förderung";"Österreichische BauernZeitung";Wochenzeitung;"2. Abschnitt: § 6 QJF-G";"47405,75";"23702,85";"23702,85";"47405,75";;;;;;;;;abgeschlossen;
"2025";"Medienhaus Wien - Forschung und Weiterbildung GmbH";Medienforschungsprojekte;;;"6. Abschnitt: § 16 QJF-G";"50000,00";;;;;;;;;;;;abgeschlossen;
"2025";"Digitaler Kompass - Institut für Nachrichtenkompetenz und digitale Bildung";"Medienpädagogikeinrichtungen";;;"5. Abschnitt: § 12 QJF-G";"140307,21";;;;;;;;;;;;abgeschlossen;
"2025";"MISCHA - Medien in Schule und Ausbildung, Verein zur Förderung der Nutzung von Zeitungen in der schulischen Ausbildung";"Medienpädagogikeinrichtungen";;;"5. Abschnitt: § 12 QJF-G";"209005,00";;;;;;;;;;;;abgeschlossen;
"2025";"Klub der Wirtschaftspublizisten";Presseclubs;;;"6. Abschnitt: § 15 QJF-G";"4353,33";;;;;;;;;;;;abgeschlossen;
"2025";"OÖ Presseclub";Presseclubs;;;"6. Abschnitt: § 15 QJF-G";"12577,09";;;;;;;;;;;;abgeschlossen;
"2025";"Österreichischer Journalisten Club";Presseclubs;;;"6. Abschnitt: § 15 QJF-G";"5749,10";;;;;;;;;;;;abgeschlossen;
"2025";"Presseclub Concordia - Vereinigung österreichischer Journalisten und Schriftsteller";Presseclubs;;;"6. Abschnitt: § 15 QJF-G";"27121,63";;;;;;;;;;;;abgeschlossen;
"2025";"Steirischer Presseclub";Presseclubs;;;"6. Abschnitt: § 15 QJF-G";"7695,81";;;;;;;;;;;;abgeschlossen;
"2025";"Verband der Auslandspresse in Wien";Presseclubs;;;"6. Abschnitt: § 15 QJF-G";"5003,04";;;;;;;;;;;;abgeschlossen;
"2025";"""Die Presse"" Verlags-Gesellschaft m.b.H. & Co KG";"Verteilung von Schüler-Abos";"""Die Presse"" Unabhängige Tageszeitung für Österreich";Tageszeitung;"5. Abschnitt: § 13 QJF-G";"31600,00";;;;;;;;;;;;abgeschlossen;
"2025";"BVZ Burgenländische Volkszeitung GmbH";"Verteilung von Schüler-Abos";BVZ;Wochenzeitung;"5. Abschnitt: § 13 QJF-G";"295,68";;;;;;;;;;;;abgeschlossen;
"2025";"STANDARD Verlagsgesellschaft m.b.H";"Verteilung von Schüler-Abos";"DER STANDARD";Tageszeitung;"5. Abschnitt: § 13 QJF-G";"31600,00";;;;;;;;;;;;abgeschlossen;
"2025";"Die Furche-Zeitschriften-Betriebsgesellschaft m.b.H & Co KG";"Verteilung von Schüler-Abos";"DIE FURCHE";Wochenzeitung;"5. Abschnitt: § 13 QJF-G";"31600,00";;;;;;;;;;;;abgeschlossen;
"2025";"Falter - Zeitschriften Gesellschaft m.b.H.";"Verteilung von Schüler-Abos";"FALTER Die Wochenzeitung aus Wien.";Wochenzeitung;"5. Abschnitt: § 13 QJF-G";"18800,10";;;;;;;;;;;;abgeschlossen;
"2025";"Kroatischer Presseverein (Hrvatsko stamparsko drustvo)";"Verteilung von Schüler-Abos";"Hrvatske novine";Wochenzeitung;"5. Abschnitt: § 13 QJF-G";"614,72";;;;;;;;;;;;abgeschlossen;
"2025";"Diözese Linz";"Verteilung von Schüler-Abos";"Kirchenzeitung Diözese Linz";Wochenzeitung;"5. Abschnitt: § 13 QJF-G";"484,80";;;;;;;;;;;;abgeschlossen;
"2025";"Kitzbüheler Anzeiger Gesellschaft m.b.H.";"Verteilung von Schüler-Abos";"Kitzbüheler Anzeiger";Wochenzeitung;"5. Abschnitt: § 13 QJF-G";"710,60";;;;;;;;;;;;abgeschlossen;
"2025";"Kleine Zeitung GmbH";"Verteilung von Schüler-Abos";"Kleine Kinderzeitung";Wochenzeitung;"5. Abschnitt: § 13 QJF-G";"9982,47";;;;;;;;;;;;abgeschlossen;
"2025";"Kleine Zeitung GmbH & Co KG";"Verteilung von Schüler-Abos";"Kleine Zeitung";Tageszeitung;"5. Abschnitt: § 13 QJF-G";"25808,48";;;;;;;;;;;;abgeschlossen;
"2025";"KRONE - Verlag Gesellschaft m.b.H. & Co. KG";"Verteilung von Schüler-Abos";"Kronen Zeitung";Tageszeitung;"5. Abschnitt: § 13 QJF-G";"31600,00";;;;;;;;;;;;abgeschlossen;
"2025";"KURIER Zeitungsverlag und Druckerei Gesellschaft m.b.H.";"Verteilung von Schüler-Abos";KURIER;Tageszeitung;"5. Abschnitt: § 13 QJF-G";"31600,00";;;;;;;;;;;;abgeschlossen;
"2025";"NEUE Zeitungs GmbH";"Verteilung von Schüler-Abos";"NEUE Vorarlberger Tageszeitung";Tageszeitung;"5. Abschnitt: § 13 QJF-G";"733,36";;;;;;;;;;;;abgeschlossen;
"2025";"VGN Medien Holding GmbH";"Verteilung von Schüler-Abos";News;Wochenzeitung;"5. Abschnitt: § 13 QJF-G";"2285,55";;;;;;;;;;;;abgeschlossen;
"2025";"Niederösterreichisches Pressehaus Druck- und Verlagsgesellschaft m.b.H.";"Verteilung von Schüler-Abos";NÖN;Wochenzeitung;"5. Abschnitt: § 13 QJF-G";"5837,83";;;;;;;;;;;;abgeschlossen;
"2025";"OÖN Redaktion GmbH & Co KG";"Verteilung von Schüler-Abos";OÖNachrichten;Tageszeitung;"5. Abschnitt: § 13 QJF-G";"31600,00";;;;;;;;;;;;abgeschlossen;
"2025";"Profil Redaktion GmbH";"Verteilung von Schüler-Abos";Profil;Wochenzeitung;"5. Abschnitt: § 13 QJF-G";"13313,97";;;;;;;;;;;;abgeschlossen;
"2025";"Salzburger Nachrichten Medien GmbH & Co.KG";"Verteilung von Schüler-Abos";"Salzburger Nachrichten";Tageszeitung;"5. Abschnitt: § 13 QJF-G";"31600,00";;;;;;;;;;;;abgeschlossen;
"2025";"Diözese Innsbruck";"Verteilung von Schüler-Abos";"Tiroler Sonntag - Kirchenzeitung der Diözese Innsbruck";Wochenzeitung;"5. Abschnitt: § 13 QJF-G";"252,00";;;;;;;;;;;;abgeschlossen;
"2025";"Schlüsselverlag J.S. Moser GmbH";"Verteilung von Schüler-Abos";"Tiroler Tageszeitung";Tageszeitung;"5. Abschnitt: § 13 QJF-G";"31600,00";;;;;;;;;;;;abgeschlossen;
"2025";"VGN Medien Holding GmbH";"Verteilung von Schüler-Abos";Trend;Magazin;"5. Abschnitt: § 13 QJF-G";"5369,00";;;;;;;;;;;;abgeschlossen;
"2025";"Unterkärntner Nachrichten Verlags GmbH";"Verteilung von Schüler-Abos";"Unterkärntner Nachrichten";Wochenzeitung;"5. Abschnitt: § 13 QJF-G";"340,00";;;;;;;;;;;;abgeschlossen;
"2025";"Russmedia Verlag GmbH";"Verteilung von Schüler-Abos";"Vorarlberger Nachrichten";Tageszeitung;"5. Abschnitt: § 13 QJF-G";"10242,60";;;;;;;;;;;;abgeschlossen;
"2025";"WOMAN GmbH & Co KG";"Verteilung von Schüler-Abos";Woman;Magazin;"5. Abschnitt: § 13 QJF-G";"2128,27";;;;;;;;;;;;abgeschlossen;
